3.529411999999999946e-06	3.482353000000000081e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.498038999999999815e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.513724999999999973e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.529411999999999946e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.545098000000000104e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.560783999999999839e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.576470999999999812e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.592156999999999970e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.607843000000000128e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.623528999999999862e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.639215999999999836e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.654901999999999993e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.670588000000000151e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.686275000000000125e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.701960999999999859e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.717647000000000017e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.733333000000000175e-06	1.000000000000000000e+00
3.529411999999999946e-06	3.749020000000000148e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.509799999999999882e-07	1.000000000000000000e+00
3.545098000000000104e-06	2.666670000000000148e-07	1.000000000000000000e+00
3.545098000000000104e-06	2.823530000000000138e-07	1.000000000000000000e+00
3.545098000000000104e-06	2.980390000000000127e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.137250000000000117e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.294119999999999854e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.450979999999999843e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.607839999999999833e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.764710000000000099e-07	1.000000000000000000e+00
3.545098000000000104e-06	3.921570000000000089e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.078430000000000079e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.235290000000000068e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.392159999999999805e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.549019999999999795e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.705879999999999784e-07	1.000000000000000000e+00
3.545098000000000104e-06	4.862749999999999521e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.019610000000000040e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.176469999999999500e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.333330000000000020e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.490199999999999756e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.647060000000000275e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.803919999999999736e-07	1.000000000000000000e+00
3.545098000000000104e-06	5.960780000000000255e-07	1.000000000000000000e+00
3.545098000000000104e-06	6.117649999999999991e-07	0.000000000000000000e+00
3.545098000000000104e-06	6.274510000000000510e-07	0.000000000000000000e+00
3.545098000000000104e-06	6.431369999999999971e-07	0.000000000000000000e+00
3.545098000000000104e-06	6.588239999999999707e-07	0.000000000000000000e+00
3.545098000000000104e-06	6.745100000000000226e-07	0.000000000000000000e+00
3.545098000000000104e-06	6.901959999999999687e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.058820000000000206e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.215689999999999942e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.372550000000000462e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.529409999999999922e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.686270000000000441e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.843140000000000178e-07	1.000000000000000000e+00
3.545098000000000104e-06	7.999999999999999638e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.156860000000000157e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.313729999999999894e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.470590000000000413e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.627449999999999873e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.784310000000000392e-07	1.000000000000000000e+00
3.545098000000000104e-06	8.941180000000000129e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.098039999999999589e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.254900000000000108e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.411759999999999569e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.568629999999999305e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.725490000000000883e-07	1.000000000000000000e+00
3.545098000000000104e-06	9.882350000000000344e-07	1.000000000000000000e+00
3.545098000000000104e-06	1.003922000000000008e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.019607999999999954e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.035293999999999900e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.050980000000000058e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.066667000000000032e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.082352999999999978e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.098038999999999924e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.113725000000000081e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.129412000000000055e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.145098000000000001e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.160783999999999947e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.176470999999999921e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.192157000000000079e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.207843000000000025e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.223528999999999971e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.239215999999999944e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.254902000000000102e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.270588000000000048e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.286275000000000022e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.301960999999999968e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.317646999999999914e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.333333000000000072e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.349020000000000045e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.364705999999999991e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.380391999999999937e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.396078000000000095e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.411765000000000069e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.427451000000000015e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.443136999999999961e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.458823999999999935e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.474510000000000092e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.490196000000000038e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.505881999999999984e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.521568999999999958e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.537254999999999904e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.552941000000000062e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.568627000000000008e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.584313999999999982e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.599999999999999928e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.615686000000000085e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.631373000000000059e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.647059000000000005e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.662744999999999951e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.678430999999999897e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.694118000000000083e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.709804000000000029e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.725489999999999975e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.741175999999999921e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.756862999999999894e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.772549000000000052e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.788234999999999998e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.803921999999999972e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.819607999999999918e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.835294000000000076e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.850980000000000022e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.866666999999999995e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.882352999999999941e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.898039000000000099e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.913725000000000045e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.929412000000000019e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.945098000000000177e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.960783999999999911e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.976470999999999885e-06	1.000000000000000000e+00
3.545098000000000104e-06	1.992157000000000042e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.007843000000000200e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.023528999999999934e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.039215999999999908e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.054902000000000066e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.070587999999999800e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.086275000000000197e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.101960999999999932e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.117647000000000089e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.133332999999999824e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.149019999999999797e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.164705999999999955e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.180392000000000113e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.196077999999999847e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.211764999999999821e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.227450999999999979e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.243137000000000136e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.258824000000000110e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.274509999999999844e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.290196000000000002e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.305882000000000160e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.321569000000000134e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.337254999999999868e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.352941000000000026e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.368627000000000183e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.384314000000000157e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.399999999999999891e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.415686000000000049e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.431373000000000023e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.447059000000000181e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.462744999999999915e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.478431000000000073e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.494118000000000046e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.509804000000000204e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.525489999999999938e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.541176000000000096e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.556863000000000070e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.572548999999999804e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.588234999999999962e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.603921999999999936e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.619608000000000093e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.635293999999999828e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.650979999999999985e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.666666999999999959e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.682353000000000117e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.698038999999999851e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.713725000000000009e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.729411999999999983e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.745098000000000140e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.760783999999999875e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.776470999999999848e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.792157000000000006e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.807843000000000164e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.823528999999999898e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.839215999999999872e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.854902000000000030e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.870588000000000187e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.886275000000000161e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.901960999999999895e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.917647000000000053e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.933333000000000211e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.949020000000000185e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.964705999999999919e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.980392000000000077e-06	1.000000000000000000e+00
3.545098000000000104e-06	2.996077999999999811e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.011765000000000208e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.027450999999999942e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.043137000000000100e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.058824000000000074e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.074509999999999808e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.090195999999999966e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.105882000000000124e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.121569000000000097e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.137254999999999832e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.152940999999999989e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.168627000000000147e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.184314000000000121e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.199999999999999855e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.215686000000000013e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.231372999999999987e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.247059000000000144e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.262744999999999879e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.278431000000000037e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.294118000000000010e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.309804000000000168e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.325489999999999902e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.341176000000000060e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.356863000000000034e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.372549000000000191e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.388234999999999926e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.403921999999999899e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.419608000000000057e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.435293999999999791e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.450979999999999949e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.466666999999999923e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.482353000000000081e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.498038999999999815e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.513724999999999973e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.529411999999999946e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.545098000000000104e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.560783999999999839e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.576470999999999812e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.592156999999999970e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.607843000000000128e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.623528999999999862e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.639215999999999836e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.654901999999999993e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.670588000000000151e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.686275000000000125e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.701960999999999859e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.717647000000000017e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.733333000000000175e-06	1.000000000000000000e+00
3.545098000000000104e-06	3.749020000000000148e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.509799999999999882e-07	1.000000000000000000e+00
3.560783999999999839e-06	2.666670000000000148e-07	1.000000000000000000e+00
3.560783999999999839e-06	2.823530000000000138e-07	1.000000000000000000e+00
3.560783999999999839e-06	2.980390000000000127e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.137250000000000117e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.294119999999999854e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.450979999999999843e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.607839999999999833e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.764710000000000099e-07	1.000000000000000000e+00
3.560783999999999839e-06	3.921570000000000089e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.078430000000000079e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.235290000000000068e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.392159999999999805e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.549019999999999795e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.705879999999999784e-07	1.000000000000000000e+00
3.560783999999999839e-06	4.862749999999999521e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.019610000000000040e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.176469999999999500e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.333330000000000020e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.490199999999999756e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.647060000000000275e-07	1.000000000000000000e+00
3.560783999999999839e-06	5.803919999999999736e-07	0.000000000000000000e+00
3.560783999999999839e-06	5.960780000000000255e-07	0.000000000000000000e+00
3.560783999999999839e-06	6.117649999999999991e-07	0.000000000000000000e+00
3.560783999999999839e-06	6.274510000000000510e-07	0.000000000000000000e+00
3.560783999999999839e-06	6.431369999999999971e-07	1.999993529810100057e+01
3.560783999999999839e-06	6.588239999999999707e-07	1.000000000000000000e+00
3.560783999999999839e-06	6.745100000000000226e-07	1.000000000000000000e+00
3.560783999999999839e-06	6.901959999999999687e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.058820000000000206e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.215689999999999942e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.372550000000000462e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.529409999999999922e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.686270000000000441e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.843140000000000178e-07	1.000000000000000000e+00
3.560783999999999839e-06	7.999999999999999638e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.156860000000000157e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.313729999999999894e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.470590000000000413e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.627449999999999873e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.784310000000000392e-07	1.000000000000000000e+00
3.560783999999999839e-06	8.941180000000000129e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.098039999999999589e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.254900000000000108e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.411759999999999569e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.568629999999999305e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.725490000000000883e-07	1.000000000000000000e+00
3.560783999999999839e-06	9.882350000000000344e-07	1.000000000000000000e+00
3.560783999999999839e-06	1.003922000000000008e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.019607999999999954e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.035293999999999900e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.050980000000000058e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.066667000000000032e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.082352999999999978e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.098038999999999924e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.113725000000000081e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.129412000000000055e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.145098000000000001e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.160783999999999947e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.176470999999999921e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.192157000000000079e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.207843000000000025e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.223528999999999971e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.239215999999999944e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.254902000000000102e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.270588000000000048e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.286275000000000022e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.301960999999999968e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.317646999999999914e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.333333000000000072e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.349020000000000045e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.364705999999999991e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.380391999999999937e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.396078000000000095e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.411765000000000069e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.427451000000000015e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.443136999999999961e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.458823999999999935e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.474510000000000092e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.490196000000000038e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.505881999999999984e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.521568999999999958e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.537254999999999904e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.552941000000000062e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.568627000000000008e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.584313999999999982e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.599999999999999928e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.615686000000000085e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.631373000000000059e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.647059000000000005e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.662744999999999951e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.678430999999999897e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.694118000000000083e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.709804000000000029e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.725489999999999975e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.741175999999999921e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.756862999999999894e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.772549000000000052e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.788234999999999998e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.803921999999999972e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.819607999999999918e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.835294000000000076e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.850980000000000022e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.866666999999999995e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.882352999999999941e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.898039000000000099e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.913725000000000045e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.929412000000000019e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.945098000000000177e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.960783999999999911e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.976470999999999885e-06	1.000000000000000000e+00
3.560783999999999839e-06	1.992157000000000042e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.007843000000000200e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.023528999999999934e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.039215999999999908e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.054902000000000066e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.070587999999999800e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.086275000000000197e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.101960999999999932e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.117647000000000089e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.133332999999999824e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.149019999999999797e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.164705999999999955e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.180392000000000113e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.196077999999999847e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.211764999999999821e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.227450999999999979e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.243137000000000136e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.258824000000000110e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.274509999999999844e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.290196000000000002e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.305882000000000160e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.321569000000000134e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.337254999999999868e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.352941000000000026e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.368627000000000183e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.384314000000000157e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.399999999999999891e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.415686000000000049e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.431373000000000023e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.447059000000000181e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.462744999999999915e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.478431000000000073e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.494118000000000046e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.509804000000000204e-06	1.000000000000000000e+00
3.560783999999999839e-06	2.525489999999999938e-06	1.000000000000000000e+00
